ea_year,lea_code,lea_name,school_code,school_name,grade,new_lea_code,new_lea_name,new_school_code,new_school_name,new_grade,count
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,2,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,3,27
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,4,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,4,,Other Outcome,,Other Outcome,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,5,33
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,309,SEATON ES,5,,Other Outcome,,Other Outcome,,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,PK,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,KG,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,1,33
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,1,,Out of District,,Out of District,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,1,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,2,43
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,2,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,3,41
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,3,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,4,49
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,5,30
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,5,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,5,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,313,SHEPHERD ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,405,DEAL MS,6,38
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,PK,20
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,KG,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,1,22
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,1,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,2,33
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,3,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,3,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,4,23
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,5,28
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,5,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,5,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,315,SIMON ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,413,HART MS,6,25
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PS,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PK,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PK,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,KG,37
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,KG,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,1,27
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,1,,Out of District,,Out of District,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,1,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,2,40
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,2,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,2,,Other Outcome,,Other Outcome,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,3,36
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,3,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,3,,Other Outcome,,Other Outcome,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,4,34
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,4,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,34
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,,Other Outcome,,Other Outcome,,16
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,124,HOWARD UNIVERSITY MIDDLE SCHOOL OF MATH AND SCIENCE,115,HOWARD UNIVERSITY MIDDLE SCHOOL OF MATH AND SCIENCE PCS,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,433,JEFFERSON MIDDLE SCHOOL,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,417,KRAMER MS,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,316,RANDLE HIGHLANDS ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,427,SOUSA MS,6,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,PK,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,KG,31
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,1,45
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,1,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,2,41
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,3,50
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,4,34
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,5,42
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,5,,Other Outcome,,Other Outcome,,29
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,5,109,CESAR CHAVEZ PCS,102,CESAR CHAVEZ PARKSIDE MS PCS,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,319,STANTON ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,417,KRAMER MS,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,PK,,Out of District,,Out of District,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,KG,30
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,KG,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,1,55
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,1,,Out of District,,Out of District,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,2,51
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,2,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,3,34
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,3,,Out of District,,Out of District,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,4,38
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,4,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,4,168,BASIS DC PCS,3068,BASIS DC PCS,5,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,5,28
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,4,151,WASHINGTON LATIN PCS,125,WASHINGTON LATIN PCS MS,5,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,5,,Out of District,,Out of District,,14
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,5,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,5,168,BASIS DC PCS,3068,BASIS DC PCS,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,321,STODDERT ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,246,HARDY MS,6,14
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,PK,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,PK,,Other Outcome,,Other Outcome,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,KG,27
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,KG,,Other Outcome,,Other Outcome,,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,1,23
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,1,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,2,29
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,2,,Other Outcome,,Other Outcome,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,3,17
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,3,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,4,23
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,5,17
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,5,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,5,109,CESAR CHAVEZ PCS,102,CESAR CHAVEZ PARKSIDE MS PCS,6,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,322,SMOTHERS ES,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,421,KELLY MILLER MS,6,15
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,PK,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,KG,31
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,1,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,1,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,2,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,3,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,4,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,5,26
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,5,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,5,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,5,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,6,23
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,6,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,6,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,7,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,7,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,7,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,8,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,8,,Other Outcome,,Other Outcome,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,324,TAKOMA EC,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,PK,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,KG,29
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,1,26
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,1,,Other Outcome,,Other Outcome,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,1,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,2,28
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,2,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,2,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,3,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,3,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,3,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,4,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,4,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,4,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,5,25
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,5,,Other Outcome,,Other Outcome,,14
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,325,THOMAS ES,5,109,CESAR CHAVEZ PCS,102,CESAR CHAVEZ PARKSIDE MS PCS,6,16
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,PS,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,PS,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,PK,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,PK,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,PK,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,PK,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,KG,29
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,KG,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,KG,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,1,36
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,326,THOMSON ES,1,,Other Outcome,,Other Outcome,,-1
