ea_year,lea_code,lea_name,school_code,school_name,grade,new_lea_code,new_lea_name,new_school_code,new_school_name,new_grade,count
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,6,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,6,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,6,168,BASIS DC PCS,3068,BASIS DC PCS,7,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,6,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS (CAPITAL HILL CLUSTER),7,119
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,7,,Out of District,,Out of District,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,7,,Other Outcome,,Other Outcome,,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,7,168,BASIS DC PCS,3068,BASIS DC PCS,8,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,7,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS (CAPITAL HILL CLUSTER),8,110
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,,Out of District,,Out of District,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,,Other Outcome,,Other Outcome,,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,402,BENJAMIN BANNEKER HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN HS,9,39
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,471,ELLINGTON SCHOOL OF THE ARTS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,120,FRIENDSHIP PCS,186,FRIENDSHIP PCS WOODSON COLLEGIATE ACADEMY,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,9,20
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,428,STUART HOBSON MS,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,466,SCHOOL WITHOUT WALLS SHS,9,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,6,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,6,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,7,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,7,,Other Outcome,,Other Outcome,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,7,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,29
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,,Other Outcome,,Other Outcome,,29
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,106,BOOKER T. WASHINGTON PCS,151,BOOKER T  WASHINGTON PCS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,9,31
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,432,SHAW MS AT GARNET PATTERSON,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,478,PHELPS ARCHITECTURE CONSTRUCTION AND ENGINEERING HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,433,JEFFERSON MIDDLE SCHOOL 6TH GRADE ACADEMY,6,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,433,JEFFERSON MIDDLE SCHOOL 6TH GRADE ACADEMY,6,,Other Outcome,,Other Outcome,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,433,JEFFERSON MIDDLE SCHOOL 6TH GRADE ACADEMY,6,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,433,JEFFERSON MIDDLE SCHOOL,7,73
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,6,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,6,,Other Outcome,,Other Outcome,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,6,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,7,69
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,7,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,7,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,7,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,8,68
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,8,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,8,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,8,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,98
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,,Out of District,,Out of District,,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,,Other Outcome,,Other Outcome,,19
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,54
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,459,ROOSEVELT HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,193
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,,Out of District,,Out of District,,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,,Other Outcome,,Other Outcome,,18
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,153
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,12,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,,Out of District,,Out of District,,27
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,,Other Outcome,,Other Outcome,,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,12,160
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,12,,Out of District,,Out of District,,166
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,442,COLUMBIA HEIGHTS EC,12,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,9,,Out of District,,Out of District,,87
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,9,,Other Outcome,,Other Outcome,,35
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,9,78
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,10,62
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,11,17
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,10,,Out of District,,Out of District,,56
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,10,,Other Outcome,,Other Outcome,,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,10,33
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,11,63
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,12,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,11,,Out of District,,Out of District,,80
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,11,,Other Outcome,,Other Outcome,,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,11,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,12,64
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,12,,Out of District,,Out of District,,111
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,12,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,12,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,12,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA SHS,12,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,,Out of District,,Out of District,,86
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,,Other Outcome,,Other Outcome,,59
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,9,76
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,137,OPTIONS PCS,169,OPTIONS PCS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,10,100
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,11,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,462,BALLOU STAY,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,,Out of District,,Out of District,,53
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,,Other Outcome,,Other Outcome,,38
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,10,24
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,884,LUKE MOORE ALTERNATIVE HS,10,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,11,103
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,12,13
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,462,BALLOU STAY,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,11,,Out of District,,Out of District,,81
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,11,,Other Outcome,,Other Outcome,,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,11,32
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,12,68
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,462,BALLOU STAY,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,12,,Out of District,,Out of District,,146
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,12,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,12,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,12,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,12,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU HS,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,452,BALLOU SHS,12,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,462,BALLOU STAY,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,9,,Out of District,,Out of District,,42
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,9,,Other Outcome,,Other Outcome,,34
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,9,58
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,10,51
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,11,14
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,10,,Out of District,,Out of District,,21
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,10,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,10,15
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,11,41
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,12,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,11,,Out of District,,Out of District,,30
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,11,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,11,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,12,44
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,12,,Out of District,,Out of District,,78
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO SHS,12,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,,Out of District,,Out of District,,35
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,,Other Outcome,,Other Outcome,,23
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,454,CARDOZO HS AT MEYER,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,9,37
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,10,54
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,11,12
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,12,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,10,,Out of District,,Out of District,,15
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,10,,Other Outcome,,Other Outcome,,15
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,10,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,11,83
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,12,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,11,,Out of District,,Out of District,,31
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,11,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,11,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE HS,12,60
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,12,,Out of District,,Out of District,,118
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,455,COOLIDGE SHS,12,,Other Outcome,,Other Outcome,,11
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,456,ROOSEVELT STAY,AO,,Out of District,,Out of District,,351
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,456,ROOSEVELT STAY,AO,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,456,ROOSEVELT STAY,AO,162,CARLOS ROSARIO INTERNATIONAL PCS,1119,CARLOS ROSARIO INTERNATIONAL PCS HARVARD STREET CAMPUS,AO,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,456,ROOSEVELT STAY,AO,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,456,ROOSEVELT STAY,AO,132
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,,Out of District,,Out of District,,23
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,,Other Outcome,,Other Outcome,,50
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,450,ANACOSTIA HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,467,DUNBAR HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN HS,9,46
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,463,WILSON HS,9,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN HS,10,157
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,10,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,11,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,457,EASTERN SHS,12,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,9,,Out of District,,Out of District,,10
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,9,,Other Outcome,,Other Outcome,,37
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,10,138
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,10,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,10,,Other Outcome,,Other Outcome,,17
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,10,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,11,134
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,11,,Out of District,,Out of District,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,11,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,11,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,12,146
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,12,,Out of District,,Out of District,,163
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,458,MCKINLEY TECHNOLOGY HS,12,,Other Outcome,,Other Outcome,,-1
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,459,ROOSEVELT SHS,9,,Out of District,,Out of District,,43
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,459,ROOSEVELT SHS,9,,Other Outcome,,Other Outcome,,31
2011,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,459,ROOSEVELT SHS,9,1,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,459,ROOSEVELT HS,9,34
